VOICE_OUT_CALLS,VOICE_OUT_MINS,SMS_OUT_CALLS,OUT_CALLS_ROAMING,GPRS_TRAFFIC,MMS_OUT_CALLS,INTERNET_CALLS,TENURE_START,TENURE_RENEWAL,OUT_COMMUNITY,ARPU
155.232818,7701.229649,2.539746,0,330.938944,0.784732,2.144803,9.927902,10.53208,27.887368,51.641325
171.641462,11736.73364,105.839669,0,0.703275,2.721772,0.002301,7.574224,7.289346,36.529338,83.99229
108.194631,13452.96329,112.453856,0.332531,0.353615,0,0.00158,9.91825,9.715739,36.330756,88.121885
95.649555,3327.531917,141.919503,0,12.937294,2.327485,0.050412,8.402449,8.631436,39.89242,41.812484
61.719664,4721.097641,149.22924,0,6.354928,0.832471,0.031935,10.401947,10.186841,26.115885,48.388826
144.833869,12754.72381,119.916557,8.853737,5.078317,0.166023,0.018815,27.017676,14.261226,45.110455,99.349929
338.377792,17552.62522,189.269887,153.09897,0.931522,0.162129,0.002445,9.454411,9.483829,45.674235,95.676991
58.998113,6090.069304,0.15774,3.930166,0,0,0,10.221622,10.282156,18.491555,38.583396
127.809666,4379.965481,10.309353,0,0,0.165846,0,14.713903,14.817571,27.554393,33.90575
98.055018,3382.972009,10.510529,0,1.843112,0.158537,0.016321,11.252369,10.990903,25.009162,20.555228
242.914401,17627.57842,109.576621,0,0,0,0,9.775238,9.658844,50.521196,108.34912
82.768192,6527.510238,3.338106,0,539.204745,1.232846,5.375552,9.926245,10.825016,23.112898,48.744855
392.136423,17209.57249,38.383224,0,53.308428,0.650221,0.120207,7.575782,7.474924,57.365024,67.478614
200.793348,18116.40766,97.3265,0,21.06355,2.662927,0.063901,17.320743,16.844884,54.376019,91.467101
37.433531,1997.77525,4.227654,7.52617,1.756091,0,0.040131,9.125653,9.017849,14.132939,29.978466
48.579419,5076.32789,0.481362,0,0,0,0,20.062089,21.292948,17.032325,31.186837
94.365574,7422.136705,33.891784,0,0,0,0,26.880055,27.171853,21.694823,48.556859
113.483984,5315.398988,32.559916,0,0,0,0,9.175414,9.711728,29.449006,32.856114
266.006767,11998.8761,0.49111,0,0,0,0,10.308571,9.708625,42.332694,39.45239
396.87772,16753.30075,31.439304,0,0,0,0,7.677529,8.236801,70.252517,65.10088
104.493767,8396.626583,17.427932,0,0.16676,0.457244,0.00139,26.859024,12.088381,14.37894,54.033393
139.660093,6634.592115,3.2963,0.301303,10.902028,1.056665,0.078486,7.257124,7.161487,23.351579,31.647241
147.794793,10534.0073,4.587417,0,0,0,0,9.142705,9.000164,18.142635,30.759744
105.578468,5695.6305,1.431256,0,0,0,0,25.657054,27.264797,27.275042,39.720719
199.312225,6793.289606,139.602741,0,11.227249,3.435787,0.032786,27.117137,7.617603,53.369391,53.608486
55.968699,4636.56318,8.540938,0,0,0,0,10.134206,10.629347,22.056251,30.991611
154.874833,7621.748322,1.245155,0,0,0,0,27.553072,27.142599,30.784375,39.22218
161.879091,8074.840924,70.674783,0,0,0,0,25.678105,13.782768,50.652972,49.315445
151.619898,7801.571555,0.307789,0,0,0,0,25.088346,26.825289,42.859615,46.176502
150.008355,10659.5558,225.905719,0,1.501424,7.226326,0.004006,7.095734,7.497637,42.280325,79.136133
349.053754,16739.48918,43.260802,0,0,0,0,10.232146,9.760577,31.440799,88.983338
133.329452,4958.648723,10.109135,0,0,0,0,25.658264,27.678014,27.704884,37.458686
165.774115,8982.666392,188.062456,0,10.281906,3.617821,0.028805,8.748087,8.493786,42.256949,67.428616
135.357253,9675.234228,53.10694,0.165609,0.242552,0.470822,0.001208,12.601737,12.060531,33.142643,52.496266
216.396439,15163.42287,61.018676,0,47.054393,0.304518,0.155359,8.388148,8.551693,29.617678,75.523855
194.789599,25129.05869,94.023752,0,1165.871426,6.182004,3.684752,9.761331,9.010439,36.568596,148.773748
71.831487,2364.900248,0.158233,0,0,0,0,25.15291,25.780461,20.568013,21.983727
2.962766,56.560589,66.19322,0,0.14126,0,0.001817,10.009038,9.461391,9.088641,19.633761
261.595033,11200.61306,180.793464,0,0,0,0,25.537392,25.969298,78.134241,115.91121
67.588633,8010.834282,20.525985,0,0,0,0,13.442006,13.980524,23.334577,44.929763
60.140666,3125.255309,0.164022,0,0,0,0,25.419281,25.344777,8.450455,24.4784
61.191565,3571.748836,7.396555,0,0,0,0,20.035332,20.427221,22.516626,24.763164
56.364143,3538.738224,100.479068,0,11.642416,1.992754,0.063724,10.033989,10.181229,20.304474,28.426846
17.661355,1528.22871,0,0,0,0,0,25.122898,24.910918,8.35744,14.940697
88.604635,6223.465171,0.760049,0,0,0,0,17.561007,17.418159,16.99917,28.384686
304.108158,32556.46336,129.119701,143.831787,0,0,0,25.852446,9.50777,69.1641,399.447714
72.915192,5145.585298,2.411299,0,0,0,0,10.147031,10.358534,35.162183,29.347668
76.644298,5811.910646,78.19439,0,0,0,0,25.051507,25.629946,38.528669,39.990348
194.929883,14819.95988,109.295006,0,26.621076,2.170954,0.09203,10.439887,10.398974,38.731745,63.266642
93.155164,6850.596247,0,0,0,0,0,18.306777,17.618228,22.143482,28.031665
97.663152,6699.039029,1.579589,0,39.709525,0.823602,0.383664,8.951197,9.279372,13.197103,23.888182
153.375777,8149.567871,61.378671,0,316.961654,0.649571,1.306374,9.182023,9.337696,44.960411,46.142559
261.966692,17935.42573,7.557303,0,200.506596,0,0.729545,10.222982,9.965656,94.900692,104.563153
37.925662,3940.691949,21.022235,0,0,0,0,17.712187,18.054298,12.819714,20.211757
183.534041,14159.41994,1.67588,0,13.09981,0.164269,0.066007,9.708786,10.540692,44.596811,43.462655
60.643512,4096.130938,36.093945,0,0,0,0,25.496996,26.018937,22.58419,42.659305
187.826846,16799.63717,164.321481,0,66.271136,2.476544,0.191238,18.11258,18.482918,44.080227,65.276698
206.76836,16379.47914,193.863492,0,0.014612,0.619994,0.000033,27.236841,7.882866,45.127133,97.941645
161.418829,8916.858717,7.785287,0,0.631415,0.464537,0.003774,8.380312,8.431744,16.555588,62.269376
348.139849,21197.9023,191.940965,0,0,0,0,26.414312,26.970096,51.232705,121.428121
66.307406,7920.396839,0,0,0,0,0,9.254315,9.589163,15.744532,29.422342
193.179753,9575.073013,3.332639,0,0,0,0,25.197485,10.667135,44.573604,51.375808
68.686699,4700.124748,9.153737,0,314.466138,0,3.726411,9.111944,8.854179,25.841488,33.789901
100.509482,10514.17609,2.094315,0,0,0.15588,0,10.340952,9.896385,31.495167,51.656194
96.454049,5205.384693,1.855345,0,0,0,0,7.076376,7.441464,24.785508,20.007856
320.332002,21794.80209,116.753061,0,0,0,0,7.598381,8.316242,41.350476,156.849356
124.680781,5131.940419,31.200228,0,0,0,0,25.725959,25.194228,18.767519,33.480243
128.571802,11856.53659,6.751335,0,0.162424,0.330562,0.001161,26.704859,10.856677,28.561122,52.441345
72.959957,3758.069,0,0,0,0,0,25.502905,25.303943,21.423474,21.854788
239.555871,16300.66093,28.605474,0,0,0.327152,0,27.24515,13.403626,68.342949,59.715547
129.931231,9265.43097,3.526363,0,0,0,0,25.101523,25.890945,57.753467,28.331179
184.241136,41714.37663,339.465309,0.159105,969.417318,20.021492,1.674722,10.27524,10.543063,45.062987,214.912204
56.04396,4902.965156,25.510489,8.761003,47.258629,0,0.532619,9.871002,9.522188,24.302934,42.948023
213.716332,8957.64726,96.088779,0,0,0,0,25.836041,11.190151,19.465294,46.930553
133.32063,9386.087042,18.643949,0,0,0.80662,0,10.170363,10.389587,28.889375,42.165451
176.089925,12854.46882,4.99531,0,0,0,0,8.161524,7.746398,40.98895,45.939358
24.516145,1091.626296,0.157652,0,0,0,0,25.199535,25.762981,6.321244,11.740075
88.398251,10425.10415,7.257982,0,0,0,0,10.376032,9.911374,25.473625,31.599138
30.2432,1650.640779,0,0,0,0,0,8.315453,7.992274,12.023683,17.802183
116.776316,7963.510491,33.944013,0,1.018225,0,0.006106,31.240393,6.489913,25.32383,71.727145
226.377751,17548.02373,65.212709,0,2.683917,0,0.008442,7.437355,7.668605,38.0128,92.690262
191.457577,9302.233835,8.469961,0,0.516101,0,0.002449,7.122142,7.179863,39.49815,46.028297
65.795348,5207.533855,0.495408,0,11.180534,0,0.170912,7.270088,7.140097,12.189619,23.692569
89.891071,3393.882402,0.825009,0,0,0,0,26.07027,24.958278,18.47814,19.273468
83.816601,3503.702417,0.154716,0,0,0,0,25.31692,7.975309,22.076363,21.6318
64.22953,4591.564597,17.113467,0,0,0.160561,0,9.397836,9.039694,17.494889,25.197971
223.453633,26294.47126,26.545655,0,0,0,0,25.605225,26.178993,29.96932,100.613627
93.662061,8294.867382,1.28536,0,0,0,0,25.083903,25.610797,15.170539,15.368219
152.552307,8881.520897,65.806892,0,0,0,0,8.097194,8.030529,34.986771,37.325646
254.409836,20954.3959,13.06911,0,0,0,0,25.347464,14.663104,35.532871,83.812585
89.078685,5592.940014,2.16833,0,0,0,0,9.188706,9.510797,23.808641,27.512531
184.989665,13273.35501,0.325563,0,0,0,0,8.67242,8.662993,45.007536,28.757536
47.340369,4634.392667,36.599105,0,0,0,0,26.113519,25.757907,12.532596,27.612425
154.651494,14555.4296,2.671251,0,0,0,0,24.636695,7.2556,47.240845,79.368078
116.532039,4015.353791,148.274824,0,5.434127,0,0.018748,26.514059,13.678929,24.570325,40.313371
97.1533,8069.306423,11.899201,0.327033,0,0,0,26.201585,11.652338,17.854444,43.140189
27.530259,4551.491445,1.079088,0,8.117327,1.624932,0.262972,9.821806,9.811254,13.799812,20.952372
184.553661,17112.40656,116.622424,0.996114,0,0,0,26.259434,12.690934,37.143884,80.096434
185.052181,14270.5982,121.355333,0,190.098148,4.82242,0.574509,9.546337,9.565061,48.73869,61.857548
35.576781,10407.02327,5.876156,0,0,0,0,9.89217,10.366675,10.496548,48.180101
114.151442,10021.51758,2.919815,0,0,0,0,10.103145,10.152698,29.353438,38.637866
213.79736,14538.10972,17.046436,0,138.363496,1.251961,0.602092,7.068065,7.149654,50.802232,41.744602
43.859154,2053.528885,6.641735,0,14.33654,0,0.264983,9.530405,9.370072,13.018176,25.570655
112.887475,14099.28265,49.353178,0,13.366884,0,0.081412,8.373702,8.377732,37.523806,55.593723
67.403702,3273.154815,23.283251,0,0,0,0,9.273174,10.064014,27.757442,28.700711
16.23326,796.118018,14.978306,0,0,0,0,8.664573,9.225215,7.239501,16.726274
464.025173,30191.8594,99.373007,0,563.141585,0.617201,0.892771,8.386707,9.290187,67.265645,85.144539
147.348093,10278.35335,131.636904,0,29.883832,2.165295,0.101183,6.641489,6.581356,23.362807,48.834709
3.296606,756.801299,0,0,0,0,0,6.958807,6.864174,1.065366,24.064165
153.778621,8504.460725,81.122673,8.911732,0,0,0,26.172003,26.808907,76.819582,47.652285
122.439507,7616.81432,6.201862,0,0.743315,0,0.005838,10.337231,9.80445,22.8413,36.863895
114.941119,6751.494518,0.155872,0,4.520746,0,0.036516,7.8233,8.277882,24.670875,22.648406
325.892082,21394.74648,89.15159,0,0,0,0,27.098751,25.343666,39.274122,109.520011
31.513429,5365.53219,0,0,0,0,0,7.443921,6.981157,12.277954,24.678773
317.279988,34429.03509,108.035306,0,634.049239,1.236242,1.517226,9.296153,9.779486,88.075697,153.079924
45.653443,2119.430721,4.958894,0,2.160671,0,0.042183,9.800207,10.000008,18.457029,17.308676
297.37682,17832.76757,3.083313,0,0,0,0,10.62388,10.716169,59.432134,79.483804
1.721628,27.302501,0,0,0,0,0,9.483143,9.802535,0.933549,29.320279
140.50096,25708.93985,37.190019,10.256328,0.722992,0,0.003664,27.013487,7.970106,31.967739,127.31969
245.626196,18591.19392,18.349988,0,0,0,0,25.006797,26.309269,43.827444,73.935452
46.016076,4730.528487,1.646779,4.908162,0,0,0,24.1453,26.013331,16.760278,22.377009
147.510254,14600.6756,3.760024,0,0,0,0,10.271045,9.948369,21.848502,43.238849
86.888562,6526.85965,5.562075,0,0,0,0,9.152709,9.664129,26.516081,22.618866
81.166317,12538.66661,0.301091,0,0.341362,0,0.003891,24.951466,12.654214,18.714962,57.358197
23.106032,3122.396401,0.316576,0,0,0,0,25.08253,25.84817,13.89103,13.367476
63.405227,3620.125419,0,0,0,0,0,9.386347,8.981485,27.787313,24.42384
216.31373,15390.52581,0.82212,0,0,0,0,27.287223,27.044465,78.203386,49.241915
198.717463,12148.08172,38.847729,0,0,0,0,10.578822,10.298261,39.467836,47.506734
165.678479,6149.160098,69.139027,0,0.643597,0.660738,0.002426,9.91192,9.704288,33.042504,31.578941
116.05494,9244.397304,1.812827,0,31.279427,0.327775,0.242025,8.923141,8.160323,8.550217,31.763079
9.983648,722.588726,2.285343,0,0,0,0,9.572559,9.587682,6.827317,13.992203
62.116171,4664.964658,5.863155,0,0,0,0,24.691587,12.204683,31.343123,28.259353
166.083542,12938.5396,25.326981,0,11.199933,0.776795,0.060544,10.418215,11.267338,16.287405,93.89588
52.560966,5604.914852,422.391151,0,0,0,0,9.328852,9.630065,19.431386,90.321439
108.803678,8783.236132,0.157912,0,0,0,0,18.601322,18.04861,24.189812,50.35985
164.139645,6674.246855,9.134874,0,0,0,0,17.483719,17.545808,25.634177,27.323151
41.759153,2761.369457,0.49804,0,0,0,0,24.677559,26.220411,15.286267,24.453492
112.879624,9982.912317,0,0,1597.28604,0,12.686969,8.736254,8.400782,17.654348,90.86979
114.098398,8175.369898,88.329444,0,0,0,0,24.677615,24.512235,25.379374,49.45007
202.108534,17994.29858,87.787022,0,23.123771,0.945174,0.075461,10.78532,10.847892,70.633378,58.598634
322.996678,23775.97101,15.181402,0,0,0,0,9.277135,9.669788,49.441484,72.007901
46.467821,4024.168073,10.757113,0,864.240819,1.281536,14.008899,8.730329,8.646663,19.649116,29.4016
67.700166,12614.37353,86.823393,0,0,0,0,7.717108,7.320949,15.28598,106.324639
22.094124,428.647879,96.556744,0,0,0,0,9.753548,9.762379,25.590128,27.949161
14.890572,514.673189,0,0,0,0,0,8.660648,9.486599,6.740207,10.390604
29.600156,5086.088756,0,0,0,0,0,8.978456,9.226447,11.144908,75.23376
136.547197,11897.27261,2.325978,7.225804,0.641123,0,0.00441,9.473319,9.875771,37.557324,40.915321
78.190736,9625.836288,0.632881,0,0,0,0,9.390891,9.390957,28.120426,27.280914
77.284438,4659.522886,0.326049,0,69.400931,0,0.895089,9.101313,9.097173,16.232205,24.598198
383.290558,50820.83605,115.842156,0,0,0,0,8.668957,8.464835,61.452941,141.324801
